age,gender,income,family_holiday_maker,foodie,backpacker,history_buff,nightlife_seeker,eco_tourist,trendsetter,nature_lover,urban_explorer,thrill_seeker,beach_goer,sixty_traveller,like_a_local,luxury_traveller,vegetarian,shopping_fanatic,thrifty_traveller,art_and_architecture_lover,peace_and_quiet_seeker
6,m,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1
0,f,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1
4,f,2,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1
6,m,3,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0
4,m,3,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1
1,f,2,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1
3,m,7,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0
1,f,5,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1
1,m,5,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1
2,f,2,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1
5,f,5,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1
1,f,4,1,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1
5,m,5,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1
1,m,2,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1
4,m,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1
4,f,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1
2,m,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1
3,f,5,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1
3,f,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1
4,m,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1
4,m,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1
4,m,7,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1
3,f,5,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1
5,f,6,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1
4,m,3,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1
2,f,2,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1
2,f,3,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1
6,m,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0
6,m,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0
0,f,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0
4,m,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1
6,m,3,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0
3,m,2,0,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1
1,m,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1
0,f,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0
6,f,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1
5,m,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1
5,m,7,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1
6,f,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0
5,f,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1
3,f,4,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1
6,f,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1
4,f,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1
6,f,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1
0,f,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1
6,m,2,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1
0,m,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0
6,f,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
5,f,2,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1
6,f,2,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,1
6,m,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0
5,m,2,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1
4,m,2,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1
2,f,7,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1
3,m,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1
3,f,2,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1
5,m,5,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1
0,f,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
1,m,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1
6,m,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1
4,f,5,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1
2,m,3,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0
5,f,3,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0
6,m,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0
4,m,7,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1
5,m,7,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1
4,m,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0
2,f,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1
5,f,3,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1
0,m,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1
2,f,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1
0,m,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
2,m,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1
0,m,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1
6,m,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0
6,m,2,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1
3,f,2,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1
4,f,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
2,f,2,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1
1,f,3,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0
1,m,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1,f,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
5,m,7,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,1
4,m,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1
1,m,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
2,f,2,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0
4,m,5,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1
6,f,6,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1
0,f,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0
3,f,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1
3,m,4,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1
5,m,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1
2,f,2,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1
5,f,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1
6,m,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0
1,f,6,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1
5,f,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0
3,m,2,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0
0,m,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0
4,m,5,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0
4,m,3,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0
6,m,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0
6,m,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1
2,m,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
5,m,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0
1,f,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1
5,f,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0
2,m,7,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1
3,m,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1
3,m,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1
4,f,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1
5,f,2,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1
2,m,2,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1
6,f,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0
3,m,7,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1
6,f,7,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0
2,m,2,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
4,f,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0
6,m,2,1,0,0,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1
2,m,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1
3,f,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1
2,f,5,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
4,f,5,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1
6,m,3,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1
5,m,3,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1
1,f,4,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1
0,m,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
2,m,6,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1
3,f,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1
3,f,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1
6,f,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1
5,f,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0
4,m,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0
4,f,7,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1
2,f,2,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0
4,f,6,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
3,f,7,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1
0,m,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1
3,f,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1
5,f,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0
2,f,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1
3,f,2,0,0,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1
0,f,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1
2,f,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
4,f,2,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1
0,m,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1
4,m,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1
2,m,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0
6,m,4,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0
4,m,3,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1
4,m,5,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1
2,f,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1
0,f,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1
3,m,5,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1
0,f,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1
6,m,3,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0
6,f,5,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,1
5,m,3,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1
3,m,4,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0
1,f,2,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1
2,f,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1
6,m,2,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1
0,m,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1
4,f,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,1
4,f,3,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0
1,m,6,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1
5,f,7,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1
2,f,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1
6,m,7,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1
2,f,6,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1
2,f,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1
6,f,3,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0
2,m,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0
1,f,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0
3,m,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1
1,f,2,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0
6,f,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0
1,f,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1
6,m,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1
2,m,6,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
3,m,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1
6,f,2,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1
2,m,4,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0
5,f,7,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,1
5,f,6,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1
1,f,7,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1
1,m,2,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0
5,m,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1
6,f,2,1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1
1,f,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1
6,m,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1
4,m,2,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1
4,m,6,1,1,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0
0,f,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1
4,f,2,0,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1
5,f,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1
3,f,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1
6,f,5,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1
3,f,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1
4,m,6,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1
0,f,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1
1,f,2,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1
6,f,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0
6,m,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0
0,m,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1
0,m,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0
0,f,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1
2,m,2,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1
4,m,2,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0
0,f,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1
0,f,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
4,f,3,0,1,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0
3,f,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1
2,m,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1
3,f,2,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1
1,m,7,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0
1,f,7,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1
3,f,3,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0
2,m,2,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0
1,m,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0
3,f,4,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0,1
2,m,2,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1
4,f,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1
6,f,7,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1
4,f,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1
1,f,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1
3,f,3,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0
5,m,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1
0,f,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1
5,f,2,0,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1
0,m,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0
2,f,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1
6,f,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1
0,m,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0
6,f,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0
6,m,2,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1
2,f,4,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1
6,f,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
1,f,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1
0,f,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1
2,f,2,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1
4,f,2,1,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1
5,f,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1
2,f,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1
2,f,4,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1
4,f,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0
4,m,6,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0
5,m,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1
2,f,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0
4,m,2,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1
6,m,2,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1
3,f,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1
5,f,4,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0
4,m,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1
3,f,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1
0,m,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0
6,f,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0
6,f,2,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0
4,f,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1
4,f,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0
6,m,7,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1
2,f,3,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1
5,m,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1
0,m,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0
5,f,0,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0
6,m,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1
3,f,2,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
5,m,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1
3,f,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0
5,m,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1
2,f,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1
4,m,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1
6,m,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1
6,m,2,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1
2,f,4,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1
3,f,3,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1
0,f,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1
0,f,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1
1,f,6,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1
0,m,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1
0,f,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0
4,f,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1
2,m,5,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1
4,m,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1
5,m,4,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1
2,m,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1
2,m,2,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1
1,m,7,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0
0,f,0,0,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0
3,f,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1
6,m,4,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0
4,m,6,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1
0,f,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1
4,f,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1
4,f,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1
6,m,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1
4,f,3,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0
1,m,6,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1
6,f,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1
2,m,4,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1
2,m,3,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0
5,f,6,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0
6,f,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0
1,m,4,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0
5,m,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1
2,f,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1
5,m,7,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1
6,f,2,1,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1
2,f,4,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1
2,m,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1
3,m,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1
3,f,2,0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1
2,f,7,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1
2,m,5,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1
